what,kind,bundleId,bundleVersion,description,time
started,bundle,com.adobe.flexbuilder.project,4.5.1.313231,"com.adobe.flexbuilder.project",1410334486256
started,bundle,com.adobe.flexbuilder.project.ui,4.5.1.313231,"com.adobe.flexbuilder.project.ui",1410334486256
started,bundle,com.adobe.flexbuilder.utils.osnative,4.5.1.313231,"com.adobe.flexbuilder.utils.osnative",1410334486257
started,bundle,com.adobe.flexide.amt,4.5.1.313231,"com.adobe.flexide.amt",1410334486257
started,bundle,com.adobe.flexide.editorcore,4.5.1.313231,"com.adobe.flexide.editorcore",1410334486258
started,bundle,com.adobe.flexide.launching,4.5.1.313231,"com.adobe.flexide.launching",1410334486258
started,bundle,com.adobe.flexide.launching.multiplatform,4.5.1.313231,"com.adobe.flexide.launching.multiplatform",1410334486259
started,bundle,com.adobe.flexide.multiplatform.android,4.5.1.313231,"com.adobe.flexide.multiplatform.android",1410334486259
started,bundle,com.adobe.flexide.multiplatform.ios,4.5.1.313231,"com.adobe.flexide.multiplatform.ios",1410334486260
started,bundle,com.adobe.flexide.nativelibs,4.5.1.313231,"com.adobe.flexide.nativelibs",1410334486260
started,bundle,com.adobe.flexide.project.multiplatform,4.5.1.313231,"com.adobe.flexide.project.multiplatform",1410334486261
started,bundle,com.genuitec.eclipse.core.common.platform,9.0.0.me201106162328,"com.genuitec.eclipse.core.common.platform",1410334486261
started,bundle,com.genuitec.eclipse.derby,9.0.0.me201105301859,"com.genuitec.eclipse.derby",1410334486262
started,bundle,com.genuitec.eclipse.easie.core,9.0.0.me201106010603,"com.genuitec.eclipse.easie.core",1410334486262
started,bundle,com.genuitec.eclipse.easie.geronimo1,9.0.0.me201105051700,"com.genuitec.eclipse.easie.geronimo1",1410334486263
started,bundle,com.genuitec.eclipse.easie.geronimo2,9.0.0.me201105301859,"com.genuitec.eclipse.easie.geronimo2",1410334486264
started,bundle,com.genuitec.eclipse.easie.jboss,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jboss",1410334486264
started,bundle,com.genuitec.eclipse.easie.jboss2,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jboss2",1410334486265
started,bundle,com.genuitec.eclipse.easie.jboss3,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jboss3",1410334486266
started,bundle,com.genuitec.eclipse.easie.jboss4,9.0.0.me201105051700,"com.genuitec.eclipse.easie.jboss4",1410334486267
